  1.6287500e+003  1.6781000e+003  1.7728000e+003  2.4436000e+003
  1.6136300e+003  1.6885000e+003  1.7505000e+003  2.4602000e+003
  1.6065100e+003  1.6786000e+003  1.7180000e+003  2.4482000e+003
  1.6210400e+003  1.6841000e+003  1.7081000e+003  2.4704000e+003
  1.6181600e+003  1.6866000e+003  1.7231000e+003  2.4847000e+003
  1.6106100e+003  1.6716000e+003  1.7143000e+003  2.4668000e+003
  1.6307500e+003  1.6829000e+003  1.7345000e+003  2.4879000e+003
  1.6401700e+003  1.7036000e+003  1.7574000e+003  2.5084000e+003
  1.6354700e+003  1.6975000e+003  1.7540000e+003  2.5105000e+003
  1.6458900e+003  1.7163000e+003  1.7543000e+003  2.4974000e+003
  1.6478400e+003  1.7238000e+003  1.7598000e+003  2.5325000e+003
  1.6383500e+003  1.7305000e+003  1.7555000e+003  2.5568000e+003
  1.6299300e+003  1.7274000e+003  1.7581000e+003  2.5610000e+003
  1.6214900e+003  1.7333000e+003  1.7575000e+003  2.5473000e+003
  1.6247400e+003  1.7340000e+003  1.7635000e+003  2.5415000e+003
  1.6276300e+003  1.7283000e+003  1.7628000e+003  2.5585000e+003
  1.6319900e+003  1.7371000e+003  1.7689000e+003  2.5879000e+003
  1.6211800e+003  1.7231000e+003  1.7781000e+003  2.5805000e+003
  1.6134200e+003  1.7236000e+003  1.7801000e+003  2.5796000e+003
  1.6049500e+003  1.7190000e+003  1.7677000e+003  2.5893000e+003
  1.6057500e+003  1.7212000e+003  1.7579000e+003  2.5950000e+003
  1.6166700e+003  1.7253000e+003  1.7566000e+003  2.5956000e+003
  1.6192900e+003  1.7272000e+003  1.7547000e+003  2.5888000e+003
  1.6204900e+003  1.7272000e+003  1.7668000e+003  2.5917000e+003
  1.6196700e+003  1.7316000e+003  1.7665000e+003  2.6017000e+003
  1.6230700e+003  1.7241000e+003  1.7622000e+003  2.5854000e+003
  1.6139800e+003  1.7169000e+003  1.7595000e+003  2.5733000e+003
  1.6318700e+003  1.7234000e+003  1.7824000e+003  2.5974000e+003
  1.6303700e+003  1.7230000e+003  1.7895000e+003  2.6006000e+003
  1.6334700e+003  1.7284000e+003  1.7835000e+003  2.5706000e+003
  1.6265500e+003  1.7221000e+003  1.7804000e+003  2.5694000e+003
  1.6504300e+003  1.7245000e+003  1.8088000e+003  2.5849000e+003
  1.6500600e+003  1.7336000e+003  1.8203000e+003  2.6088000e+003
  1.6541100e+003  1.7390000e+003  1.8203000e+003  2.6172000e+003
  1.6536000e+003  1.7262000e+003  1.8203000e+003  2.6210000e+003
  1.5018200e+003  1.5874000e+003  1.6875000e+003  2.5405000e+003
  1.5242800e+003  1.6306000e+003  1.7256000e+003  2.5545000e+003
  1.6036500e+003  1.6855000e+003  1.7929000e+003  2.6019000e+003
  1.6224900e+003  1.7013000e+003  1.8191000e+003  2.6230000e+003
  1.6366800e+003  1.7180000e+003  1.8335000e+003  2.6407000e+003
  1.6521000e+003  1.7262000e+003  1.8534000e+003  2.6407000e+003
  1.6458100e+003  1.7166000e+003  1.8497000e+003  2.6198000e+003
  1.6503600e+003  1.7258000e+003  1.8518000e+003  2.6242000e+003
  1.6515500e+003  1.7374000e+003  1.8577000e+003  2.6382000e+003
  1.6498800e+003  1.7366000e+003  1.8643000e+003  2.6457000e+003
  1.6535200e+003  1.7324000e+003  1.8635000e+003  2.6796000e+003
  1.6575100e+003  1.7312000e+003  1.8732000e+003  2.6690000e+003
  1.6495500e+003  1.7269000e+003  1.8608000e+003  2.6646000e+003
  1.6490900e+003  1.7278000e+003  1.8687000e+003  2.6633000e+003
  1.6464100e+003  1.7202000e+003  1.8604000e+003  2.6674000e+003
  1.6386500e+003  1.7154000e+003  1.8559000e+003  2.6532000e+003
  1.6258000e+003  1.7087000e+003  1.8405000e+003  2.6308000e+003
  1.6286400e+003  1.7130000e+003  1.8426000e+003  2.6266000e+003
  1.6322200e+003  1.7135000e+003  1.8612000e+003  2.6419000e+003
  1.6336500e+003  1.7180000e+003  1.8762000e+003  2.6258000e+003
  1.6311700e+003  1.7017000e+003  1.8783000e+003  2.6060000e+003
  1.6358000e+003  1.7017000e+003  1.8784000e+003  2.5944000e+003
  1.6212700e+003  1.6849000e+003  1.8694000e+003  2.5836000e+003
  1.6247000e+003  1.6872000e+003  1.8804000e+003  2.5887000e+003
  1.6161300e+003  1.6906000e+003  1.8855000e+003  2.6003000e+003
  1.6181200e+003  1.6843000e+003  1.8884000e+003  2.5795000e+003
  1.6278000e+003  1.6799000e+003  1.8852000e+003  2.5766000e+003
  1.6257900e+003  1.6729000e+003  1.8779000e+003  2.5978000e+003
  1.6148000e+003  1.6631000e+003  1.8765000e+003  2.5956000e+003
  1.6128000e+003  1.6693000e+003  1.8838000e+003  2.5990000e+003
  1.6054700e+003  1.6647000e+003  1.8806000e+003  2.6217000e+003
  1.6093200e+003  1.6723000e+003  1.8874000e+003  2.6456000e+003
  1.6074800e+003  1.6877000e+003  1.8783000e+003  2.6442000e+003
  1.6074800e+003  1.6868000e+003  1.8671000e+003  2.6256000e+003
  1.6048900e+003  1.6866000e+003  1.8519000e+003  2.6246000e+003
